                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                 1.2558,                 1.1343,                  1.464,                 1.2953,                 1.2653,                 1.4307,                0.72141,                0.68049,                0.76582,                0.39896,                 1.3685,                 1.1767,                 1.5267,                 1.5322,                 1.2591,                 1.5432,             0.00076735,             0.00076735,             0.00076735
                     97,                 1.2559,                  1.119,                 1.4545,                 1.3089,                 1.2493,                  1.432,                0.88217,                0.63956,                0.72887,                0.40146,                 1.4261,                 1.0966,                 1.5817,                 1.4954,                 1.1356,                 1.5944,             0.00076488,             0.00076488,             0.00076488
                     98,                 1.2821,                 1.1234,                 1.4914,                 1.3256,                 1.2692,                  1.468,                0.60721,                 0.6896,                0.69429,                0.40467,                 1.4934,                  1.055,                 1.5905,                 1.4408,                 1.2211,                 1.5227,              0.0007624,              0.0007624,              0.0007624
                     99,                 1.2588,                 1.1099,                 1.4719,                 1.2961,                 1.2334,                 1.4471,                0.72819,                0.64201,                0.71634,                0.42288,                  1.317,                 1.1275,                 1.4814,                 1.3862,                 1.1745,                 1.4474,             0.00075993,             0.00075993,             0.00075993
                    100,                 1.2766,                 1.1414,                 1.4833,                 1.3203,                 1.2598,                 1.4593,                  0.663,                0.76824,                0.77661,                0.44792,                 1.3446,                  1.064,                 1.5031,                 1.5214,                 1.1651,                 1.6148,             0.00075745,             0.00075745,             0.00075745
                    101,                  1.272,                 1.1163,                  1.467,                 1.3273,                 1.2247,                 1.4375,                0.67118,                0.75821,                0.70855,                0.40598,                 1.3671,                 1.1547,                 1.5463,                 1.4203,                 1.2922,                 1.5806,             0.00075497,             0.00075497,             0.00075497
                    102,                 1.2484,                 1.1152,                 1.4558,                 1.2996,                  1.234,                 1.4337,                0.56594,                0.57631,                0.60794,                0.30218,                 1.6032,                 1.2335,                 1.8065,                 1.6311,                 1.4229,                 1.7664,              0.0007525,              0.0007525,              0.0007525
                    103,                 1.2456,                 1.0891,                 1.4542,                 1.2885,                 1.2224,                 1.4271,                0.66186,                  0.705,                0.69855,                0.41245,                 1.4793,                 1.1007,                 1.5616,                  1.446,                 1.2146,                  1.496,             0.00075003,             0.00075003,             0.00075003
                    104,                 1.2561,                 1.1304,                  1.465,                 1.2969,                 1.2656,                   1.44,                0.61216,                0.71345,                0.74522,                0.41951,                 1.4164,                   1.04,                 1.5433,                 1.4924,                 1.1549,                 1.5893,             0.00074755,             0.00074755,             0.00074755
                    105,                 1.2818,                 1.1219,                 1.4719,                 1.3188,                 1.2458,                 1.4533,                0.61894,                0.73648,                0.73924,                0.39733,                 1.5442,                  1.033,                 1.7054,                 1.5177,                 1.1501,                 1.6292,             0.00074507,             0.00074507,             0.00074507
                    106,                  1.257,                 1.0916,                 1.4516,                  1.304,                 1.2255,                 1.4225,                0.71063,                0.76064,                0.74974,                0.43169,                 1.4686,                 1.0846,                 1.6134,                 1.5227,                 1.2094,                 1.5892,              0.0007426,              0.0007426,              0.0007426
                    107,                 1.2444,                 1.0928,                  1.457,                 1.2985,                 1.2059,                 1.4354,                0.73905,                0.63708,                0.73011,                0.40601,                 1.5256,                 1.0573,                 1.6704,                 1.5966,                 1.1727,                 1.6564,             0.00074013,             0.00074013,             0.00074013
                    108,                 1.2207,                 1.0746,                 1.4477,                 1.2733,                 1.1783,                 1.4293,                 0.5896,                 0.7854,                0.71358,                0.39641,                 1.4078,                  1.107,                  1.562,                 1.4468,                 1.1643,                 1.4795,             0.00073765,             0.00073765,             0.00073765
                    109,                 1.2679,                  1.102,                 1.4697,                 1.3062,                 1.2226,                 1.4446,                0.84457,                0.59954,                0.71298,                0.41722,                 1.4304,                 1.1167,                 1.5587,                 1.5097,                 1.1951,                 1.5253,             0.00073517,             0.00073517,             0.00073517
                    110,                 1.2336,                 1.0826,                 1.4516,                 1.2781,                 1.2098,                 1.4306,                0.69898,                0.66306,                0.74533,                0.42201,                 1.4997,                 1.0597,                 1.7145,                 1.4966,                 1.0995,                 1.7113,              0.0007327,              0.0007327,              0.0007327
                    111,                 1.2329,                 1.0693,                 1.4453,                 1.2869,                 1.1908,                 1.4246,                  0.844,                0.58945,                0.68521,                0.42864,                 1.4515,                 1.0596,                 1.6208,                 1.4834,                 1.1929,                 1.5897,             0.00073023,             0.00073023,             0.00073023
                    112,                 1.2595,                 1.0887,                  1.444,                 1.3101,                 1.1988,                 1.4281,                 0.7095,                0.66889,                0.70385,                0.40734,                 1.4815,                 1.1264,                 1.6295,                 1.4135,                 1.2748,                 1.5619,             0.00072775,             0.00072775,             0.00072775
                    113,                  1.209,                 1.0548,                 1.4212,                 1.2672,                 1.1548,                 1.4063,                0.60531,                0.62046,                0.65561,                 0.3598,                 1.5468,                  1.104,                 1.7589,                 1.5652,                 1.3109,                 1.6696,             0.00072527,             0.00072527,             0.00072527
                    114,                 1.2534,                 1.1075,                 1.4528,                 1.2928,                 1.2311,                 1.4259,                 0.5944,                0.69863,                0.66254,                0.38183,                  1.321,                 1.0442,                 1.5184,                 1.3882,                 1.0772,                 1.5017,              0.0007228,              0.0007228,              0.0007228
                    115,                 1.2508,                 1.0809,                 1.4523,                 1.2902,                 1.1908,                 1.4262,                0.59858,                0.60261,                0.67243,                0.38411,                 1.5072,                 1.1659,                 1.6044,                 1.4613,                 1.2765,                 1.5228,             0.00072032,             0.00072032,             0.00072032
                    116,                 1.2481,                 1.0824,                 1.4466,                 1.2957,                 1.2105,                 1.4261,                0.73248,                0.59403,                  0.698,                0.39141,                 1.4493,                 1.0954,                 1.5327,                 1.4768,                  1.187,                 1.5094,             0.00071785,             0.00071785,             0.00071785
                    117,                 1.2119,                 1.0718,                 1.4286,                 1.2617,                 1.1971,                 1.4046,                 0.7484,                0.64085,                0.69443,                0.39694,                 1.3678,                 1.0681,                 1.4917,                 1.3622,                 1.1286,                 1.4845,             0.00071537,             0.00071537,             0.00071537
                    118,                 1.2112,                 1.0527,                 1.4221,                 1.2749,                 1.1508,                 1.4138,                0.60379,                0.65795,                0.70085,                0.35883,                 1.4536,                 1.1966,                 1.5865,                 1.5244,                 1.2433,                 1.6075,              0.0007129,              0.0007129,              0.0007129
                    119,                 1.2394,                 1.0775,                 1.4397,                 1.2954,                 1.2001,                 1.4286,                0.56104,                0.72508,                0.64122,                0.34627,                 1.4363,                 1.2648,                 1.5806,                 1.4628,                 1.3112,                 1.5822,             0.00071042,             0.00071042,             0.00071042
                    120,                 1.2172,                 1.0528,                 1.4287,                 1.2787,                 1.1509,                 1.4192,                0.55893,                0.69322,                0.62465,                0.35785,                 1.3756,                 1.1406,                 1.5867,                 1.4723,                 1.2511,                 1.5594,             0.00070795,             0.00070795,             0.00070795
                    121,                 1.2314,                  1.057,                 1.4491,                 1.2794,                 1.1694,                 1.4291,                0.69365,                0.66495,                 0.6749,                0.38592,                 1.4313,                 1.1123,                 1.5611,                 1.5366,                 1.2898,                 1.6099,             0.00070548,             0.00070548,             0.00070548
                    122,                  1.206,                  1.038,                 1.4244,                 1.2492,                 1.1541,                 1.4054,                0.72246,                0.64272,                0.71364,                0.39842,                 1.5056,                 1.0977,                 1.6035,                 1.5284,                 1.1839,                 1.5863,               0.000703,               0.000703,               0.000703
                    123,                 1.2471,                 1.0899,                 1.4588,                  1.289,                 1.2256,                 1.4359,                0.69829,                0.69918,                0.71065,                0.43868,                 1.3837,                 1.0955,                 1.5007,                 1.3321,                 1.1368,                   1.43,             0.00070053,             0.00070053,             0.00070053
                    124,                 1.2252,                 1.0427,                 1.4429,                 1.2816,                   1.16,                 1.4287,                 0.6624,                0.65683,                0.70917,                0.43484,                 1.3537,                 1.1094,                 1.5153,                  1.426,                 1.0059,                 1.5552,             0.00069805,             0.00069805,             0.00069805
                    125,                 1.2076,                 1.0421,                 1.4215,                 1.2492,                 1.1556,                 1.3999,                0.90201,                0.59149,                0.69749,                0.38676,                 1.4083,                 1.1851,                 1.6176,                 1.4191,                 1.4862,                 1.5773,             0.00069558,             0.00069558,             0.00069558
                    126,                 1.2416,                 1.0449,                 1.4252,                 1.2902,                 1.1585,                 1.4063,                0.68259,                0.64823,                0.70195,                0.37805,                 1.5478,                 1.1214,                 1.6749,                 1.5063,                 1.2266,                 1.6425,              0.0006931,              0.0006931,              0.0006931
                    127,                 1.1987,                 1.0541,                 1.4135,                 1.2606,                 1.1663,                 1.3978,                0.89917,                0.65569,                0.74216,                0.42555,                 1.5316,                 1.0787,                 1.6792,                    1.6,                 1.0178,                 1.6047,             0.00069063,             0.00069063,             0.00069063
                    128,                 1.2229,                 1.0538,                 1.4393,                 1.2594,                 1.1812,                 1.4197,                0.60927,                0.74666,                0.71991,                0.39606,                 1.4926,                 1.0927,                 1.6345,                 1.5678,                 1.1774,                  1.665,             0.00068815,             0.00068815,             0.00068815
                    129,                 1.2248,                 1.0641,                 1.4343,                 1.2702,                  1.185,                 1.4135,                 0.7328,                0.64314,                0.73603,                 0.4022,                 1.4517,                 1.1142,                 1.5234,                 1.4443,                 1.1908,                 1.5253,             0.00068568,             0.00068568,             0.00068568
                    130,                 1.2115,                 1.0367,                 1.4242,                 1.2549,                 1.1585,                    1.4,                  0.625,                0.75365,                 0.7305,                0.41583,                 1.4497,                 1.0868,                 1.5968,                 1.4015,                  1.071,                 1.5173,              0.0006832,              0.0006832,              0.0006832
                    131,                 1.2188,                 1.0467,                 1.4396,                 1.2749,                  1.152,                  1.426,                0.62326,                0.75367,                0.69909,                0.41843,                 1.4457,                 1.1237,                 1.5407,                 1.4931,                 1.0943,                 1.5139,             0.00068073,             0.00068073,             0.00068073
                    132,                 1.2096,                 1.0354,                 1.4377,                 1.2554,                 1.1462,                 1.4178,                0.72118,                0.69942,                0.69649,                0.40051,                 1.3979,                 1.1939,                 1.5205,                 1.4758,                 1.1087,                  1.535,             0.00067825,             0.00067825,             0.00067825
                    133,                  1.181,                 1.0135,                 1.4051,                 1.2543,                 1.1123,                 1.3992,                0.71332,                0.64309,                0.69211,                0.40143,                 1.5692,                 1.1006,                 1.7059,                 1.5466,                 1.0841,                 1.6219,             0.00067577,             0.00067577,             0.00067577
                    134,                 1.2199,                 1.0339,                 1.4334,                 1.2775,                 1.1187,                 1.4247,                 0.6316,                0.55877,                0.61294,                0.36852,                 1.5855,                  1.111,                 1.7938,                 1.5271,                 1.2993,                 1.6424,              0.0006733,              0.0006733,              0.0006733
                    135,                 1.1853,                 1.0137,                 1.3984,                  1.245,                 1.0977,                 1.3836,                 0.9219,                0.56133,                0.68143,                 0.4156,                 1.4231,                 1.1207,                 1.5492,                 1.3766,                 1.3283,                 1.4493,             0.00067083,             0.00067083,             0.00067083
                    136,                 1.1684,                0.99429,                 1.4065,                 1.2251,                 1.1004,                 1.3993,                0.65951,                0.70814,                0.67221,                0.39545,                  1.437,                 1.1202,                 1.6352,                 1.4618,                 1.2466,                 1.5539,             0.00066835,             0.00066835,             0.00066835
                    137,                 1.1996,                 1.0264,                 1.4164,                  1.254,                 1.1192,                 1.4037,                 0.5682,                0.77822,                0.69594,                0.44437,                 1.3836,                0.99417,                 1.6049,                 1.3325,                 1.0797,                 1.4798,             0.00066588,             0.00066588,             0.00066588
                    138,                 1.1904,                 1.0092,                 1.4137,                 1.2486,                 1.1142,                 1.4013,                0.71176,                0.68382,                0.76708,                0.44083,                 1.4176,                 1.0785,                 1.5422,                 1.3934,                 1.0938,                 1.5064,              0.0006634,              0.0006634,              0.0006634
                    139,                 1.1771,                 1.0086,                 1.4141,                 1.2289,                 1.1147,                 1.3964,                 0.7435,                0.72029,                 0.7236,                0.42463,                 1.4198,                  1.086,                 1.5327,                  1.465,                 1.1617,                  1.502,             0.00066093,             0.00066093,             0.00066093
                    140,                 1.1905,                 1.0102,                 1.4132,                 1.2378,                 1.1006,                 1.3958,                0.73268,                0.71454,                0.77151,                0.46996,                 1.3342,                0.96791,                 1.5029,                 1.4046,                0.92661,                 1.4833,             0.00065845,             0.00065845,             0.00065845
                    141,                 1.1658,                0.97938,                 1.3892,                 1.2201,                 1.0731,                 1.3725,                0.65882,                0.71035,                0.74472,                0.46905,                 1.3166,                 1.0438,                 1.4783,                 1.2634,                 1.1287,                  1.405,             0.00065598,             0.00065598,             0.00065598
                    142,                 1.2132,                 1.0299,                 1.4323,                 1.2637,                 1.1431,                 1.4115,                0.70882,                0.57582,                0.69736,                0.40506,                 1.3368,                 1.0512,                 1.4751,                  1.462,                 1.0362,                 1.5517,              0.0006535,              0.0006535,              0.0006535
                    143,                 1.1859,                 1.0152,                  1.412,                 1.2365,                 1.1062,                 1.3956,                0.55939,                0.70037,                0.70176,                0.35904,                 1.4728,                   1.05,                 1.5498,                 1.5219,                 1.1381,                 1.5683,             0.00065102,             0.00065102,             0.00065102
                    144,                 1.1658,                0.98825,                 1.3939,                 1.2124,                 1.0742,                   1.38,                0.68133,                0.70027,                0.69763,                0.39887,                 1.3583,                 1.0543,                  1.504,                 1.3811,                 1.1829,                 1.4663,             0.00064855,             0.00064855,             0.00064855
                    145,                 1.1826,                  1.019,                 1.4179,                 1.2409,                 1.1139,                 1.4084,                0.79323,                0.63874,                0.72711,                0.43861,                  1.376,                 1.0717,                 1.4875,                 1.3784,                 1.0336,                 1.4782,             0.00064608,             0.00064608,             0.00064608
                    146,                 1.1692,                0.98333,                 1.4055,                 1.2195,                 1.0782,                 1.3916,                0.70645,                0.65915,                 0.7339,                0.42183,                  1.426,                 1.1494,                 1.5088,                 1.5613,                  1.111,                 1.5506,              0.0006436,              0.0006436,              0.0006436
                    147,                 1.1823,                 1.0012,                 1.4149,                 1.2364,                 1.0998,                 1.4024,                0.61505,                0.66413,                 0.6607,                0.39495,                 1.3964,                 1.1593,                 1.5371,                 1.4643,                 1.1229,                  1.556,             0.00064112,             0.00064112,             0.00064112
                    148,                 1.1818,                0.98367,                  1.404,                 1.2255,                 1.1018,                 1.3876,                0.67377,                0.58667,                0.67847,                0.40293,                 1.3859,                 1.1392,                 1.5745,                 1.4683,                 1.1408,                 1.5572,             0.00063865,             0.00063865,             0.00063865
                    149,                 1.1611,                0.97746,                 1.3987,                  1.217,                 1.0725,                 1.3936,                0.60733,                0.71071,                0.70786,                0.40868,                 1.3971,                 1.0222,                 1.5468,                 1.4088,                 1.0474,                 1.5538,             0.00063618,             0.00063618,             0.00063618
                    150,                 1.1805,                 1.0042,                 1.4088,                 1.2299,                 1.1101,                  1.397,                0.61673,                0.64398,                0.69386,                0.40102,                 1.3543,                 1.0799,                 1.4934,                 1.4279,                 1.1434,                 1.5073,              0.0006337,              0.0006337,              0.0006337
                    151,                 1.1579,                0.99682,                  1.404,                 1.2103,                 1.1059,                 1.3988,                0.68842,                0.71009,                0.72724,                0.41217,                 1.4482,                 1.0578,                 1.5649,                 1.4343,                 1.1827,                 1.4668,             0.00063122,             0.00063122,             0.00063122
                    152,                 1.1835,                  0.985,                   1.41,                 1.2245,                 1.0886,                 1.3887,                0.59209,                0.70011,                0.70225,                  0.389,                 1.4866,                 1.1717,                 1.5884,                  1.484,                 1.1056,                 1.5652,             0.00062875,             0.00062875,             0.00062875
                    153,                 1.1724,                0.97697,                 1.4117,                 1.2241,                 1.0794,                 1.3993,                0.60677,                0.76065,                0.68193,                0.42167,                 1.4279,                 1.1258,                 1.5134,                 1.4143,                 1.2225,                 1.4737,             0.00062628,             0.00062628,             0.00062628
                    154,                 1.1604,                0.97664,                 1.3879,                 1.2118,                 1.0741,                 1.3719,                0.77468,                0.66999,                 0.7378,                0.44028,                 1.4669,                 1.0796,                  1.541,                 1.5456,                 1.1297,                 1.5166,              0.0006238,              0.0006238,              0.0006238
                    155,                 1.1512,                0.97488,                 1.3802,                 1.2147,                   1.07,                 1.3766,                0.69761,                0.66381,                0.72615,                0.43015,                  1.451,                 1.0269,                 1.5593,                 1.4493,                 1.0478,                 1.5084,             0.00062132,             0.00062132,             0.00062132
                    156,                 1.1706,                0.98012,                 1.3901,                 1.2206,                 1.0815,                 1.3788,                0.69268,                0.65322,                0.70019,                0.40837,                 1.3843,                 1.0105,                 1.4887,                 1.3912,                0.98497,                 1.4667,             0.00061885,             0.00061885,             0.00061885
                    157,                 1.1668,                0.97403,                 1.3927,                 1.2125,                 1.0755,                  1.373,                0.72807,                0.61476,                0.71453,                0.42808,                 1.3665,                0.98488,                 1.4849,                 1.3834,                  0.954,                 1.4716,             0.00061638,             0.00061638,             0.00061638
                    158,                 1.1599,                0.97245,                 1.4031,                 1.2202,                 1.0517,                 1.3895,                0.72446,                0.61242,                  0.703,                0.42589,                  1.352,                0.96283,                 1.5652,                 1.3773,                0.95868,                 1.5459,              0.0006139,              0.0006139,              0.0006139
                    159,                 1.1621,                0.96198,                 1.3858,                 1.2206,                 1.0513,                 1.3792,                 0.6941,                0.62844,                0.69719,                0.42778,                 1.3793,                0.96911,                 1.5224,                 1.4025,                0.95749,                 1.5005,             0.00061142,             0.00061142,             0.00061142
                    160,                 1.1597,                 0.9661,                 1.3866,                 1.2212,                 1.0653,                 1.3828,                 0.5714,                0.66736,                0.63439,                 0.3657,                 1.5755,                 1.1345,                 1.6871,                 1.5078,                 1.2992,                  1.561,             0.00060895,             0.00060895,             0.00060895
                    161,                 1.1699,                0.96652,                 1.4038,                 1.2238,                 1.0655,                 1.3965,                0.57687,                0.68563,                0.67401,                0.43411,                 1.3864,                 1.0327,                 1.5211,                 1.3436,                 1.0732,                 1.5118,             0.00060647,             0.00060647,             0.00060647
                    162,                 1.1658,                0.96315,                 1.4042,                 1.2169,                 1.0452,                 1.3937,                 0.7238,                0.67418,                 0.7388,                0.47034,                 1.3632,                 0.9658,                 1.5042,                 1.2905,                 1.0498,                 1.4034,               0.000604,               0.000604,               0.000604
                    163,                 1.1598,                0.94556,                 1.3776,                 1.2111,                 1.0424,                 1.3676,                0.69561,                0.61166,                0.68433,                 0.4254,                 1.4427,                 1.0503,                 1.6368,                 1.3713,                 1.1455,                 1.5092,             0.00060152,             0.00060152,             0.00060152
                    164,                 1.1544,                 0.9577,                 1.3874,                 1.2041,                 1.0519,                 1.3759,                0.60487,                0.71688,                0.66592,                0.39406,                 1.4262,                 1.0721,                 1.5873,                 1.3574,                  1.239,                 1.4367,             0.00059905,             0.00059905,             0.00059905
                    165,                 1.1445,                0.94846,                 1.3842,                 1.2068,                 1.0544,                 1.3753,                0.64785,                0.74377,                 0.7199,                0.40499,                 1.4665,                 1.0701,                 1.6394,                  1.494,                 1.2279,                 1.6428,             0.00059658,             0.00059658,             0.00059658
                    166,                 1.1529,                 0.9469,                 1.3878,                  1.214,                 1.0417,                 1.3823,                0.72669,                0.65081,                 0.7199,                0.41304,                 1.5257,                 1.0373,                 1.6989,                  1.498,                 1.1943,                 1.6007,              0.0005941,              0.0005941,              0.0005941
                    167,                 1.1509,                0.95994,                 1.3896,                 1.2051,                 1.0646,                 1.3786,                0.66682,                0.65435,                0.69155,                0.41118,                 1.5518,                0.97441,                 1.7402,                 1.4602,                 1.2482,                 1.5617,             0.00059163,             0.00059163,             0.00059163
                    168,                 1.1376,                0.95242,                 1.3757,                 1.1938,                 1.0426,                 1.3664,                0.66094,                0.65047,                0.70041,                 0.4136,                 1.5532,                0.97374,                  1.764,                 1.5014,                  1.187,                 1.5965,             0.00058915,             0.00058915,             0.00058915
                    169,                 1.1242,                0.92322,                 1.3712,                 1.1794,                  1.016,                 1.3643,                0.61644,                0.62781,                0.68014,                0.38946,                 1.4957,                 1.0978,                 1.6335,                 1.5357,                 1.1192,                 1.6125,             0.00058668,             0.00058668,             0.00058668
                    170,                 1.1445,                0.94201,                 1.3756,                  1.204,                 1.0328,                 1.3666,                0.69553,                0.67202,                0.71104,                0.41054,                 1.4692,                 1.0476,                 1.6043,                 1.4478,                 1.1058,                  1.554,              0.0005842,              0.0005842,              0.0005842
                    171,                 1.1374,                 0.9276,                 1.3747,                  1.199,                  1.021,                 1.3679,                0.63219,                0.64339,                0.68996,                0.42269,                 1.3841,                 1.1362,                 1.5213,                  1.407,                 1.2368,                 1.5109,             0.00058173,             0.00058173,             0.00058173
                    172,                 1.1386,                 0.9319,                 1.3774,                 1.1927,                 1.0202,                 1.3685,                0.66482,                0.60538,                0.66638,                0.37092,                 1.6554,                 1.0233,                 1.8106,                 1.6244,                 1.1367,                 1.7485,             0.00057925,             0.00057925,             0.00057925
                    173,                 1.1242,                0.92122,                 1.3625,                 1.1831,                 1.0033,                 1.3546,                0.63934,                0.62793,                0.67469,                0.40283,                 1.5396,                 1.0288,                 1.6548,                 1.4847,                 1.1693,                 1.5869,             0.00057678,             0.00057678,             0.00057678
                    174,                 1.1503,                0.93035,                 1.3818,                 1.2007,                 1.0207,                 1.3701,                0.68011,                0.62718,                0.69401,                0.41898,                 1.5503,                 1.0038,                 1.7532,                  1.449,                 1.2106,                 1.5143,              0.0005743,              0.0005743,              0.0005743
                    175,                 1.1464,                0.96364,                 1.3822,                 1.2051,                 1.0573,                 1.3751,                0.65473,                0.62977,                0.66915,                0.41657,                 1.5094,                 1.0352,                  1.661,                  1.449,                 1.2241,                 1.5427,             0.00057183,             0.00057183,             0.00057183
                    176,                 1.1075,                0.91633,                 1.3466,                 1.1673,                0.99496,                 1.3399,                0.87755,                 0.6164,                0.69011,                0.41811,                  1.552,                 1.0761,                 1.7471,                 1.4527,                 1.2586,                 1.5592,             0.00056935,             0.00056935,             0.00056935
                    177,                 1.0989,                0.89834,                 1.3479,                 1.1513,                0.97829,                 1.3423,                0.73243,                0.61039,                 0.6983,                0.41734,                 1.4043,                 1.0276,                 1.5974,                 1.4467,                 1.1676,                 1.5701,             0.00056687,             0.00056687,             0.00056687
                    178,                 1.1007,                0.89011,                 1.3518,                 1.1672,                0.97455,                 1.3495,                0.87967,                0.61947,                0.69637,                0.40395,                 1.4598,                0.98311,                 1.5754,                 1.5445,                0.97765,                  1.663,              0.0005644,              0.0005644,              0.0005644
                    179,                  1.103,                0.90964,                 1.3566,                 1.1566,                 1.0015,                 1.3474,                0.59402,                0.69392,                0.70839,                0.43056,                  1.411,                0.93895,                 1.5438,                 1.4787,                0.96147,                 1.5689,             0.00056193,             0.00056193,             0.00056193
                    180,                 1.0959,                0.89327,                 1.3484,                 1.1659,                0.97211,                 1.3506,                0.73874,                0.61605,                0.70268,                0.42429,                 1.3676,                0.91336,                 1.4759,                 1.4208,                0.91684,                 1.5088,             0.00055945,             0.00055945,             0.00055945
                    181,                 1.1167,                0.90956,                 1.3529,                 1.1657,                 1.0018,                 1.3411,                0.76042,                  0.611,                0.68842,                 0.4279,                 1.3841,                 1.0631,                 1.5107,                 1.4398,                 1.0926,                 1.5591,             0.00055698,             0.00055698,             0.00055698
                    182,                 1.0729,                0.87604,                  1.338,                 1.1272,                0.95656,                 1.3287,                0.73998,                0.62184,                 0.7025,                0.41932,                 1.3824,                 1.0002,                  1.501,                 1.4181,                 1.1037,                 1.4956,              0.0005545,              0.0005545,              0.0005545
                    183,                 1.1249,                0.91357,                 1.3704,                 1.1775,                0.99869,                 1.3622,                0.70356,                0.60022,                0.66051,                0.41962,                 1.4381,                 1.0234,                 1.5878,                 1.3711,                 1.2269,                 1.5104,             0.00055203,             0.00055203,             0.00055203
                    184,                  1.124,                0.90863,                 1.3653,                 1.1786,                0.99298,                 1.3587,                0.62846,                0.62009,                0.67717,                0.40172,                  1.517,                 1.0446,                 1.6378,                 1.4326,                 1.3338,                 1.5332,             0.00054955,             0.00054955,             0.00054955
                    185,                 1.1185,                0.90528,                 1.3609,                 1.1643,                 1.0032,                 1.3503,                0.69574,                0.60616,                0.66561,                0.39971,                 1.5052,                 1.1436,                 1.5764,                 1.4464,                   1.35,                  1.567,             0.00054707,             0.00054707,             0.00054707
                    186,                 1.1151,                0.91052,                 1.3588,                 1.1684,                0.99719,                 1.3499,                0.85923,                0.62797,                0.69515,                0.40854,                 1.4933,                 1.1313,                 1.6421,                 1.5119,                 1.2971,                 1.6238,              0.0005446,              0.0005446,              0.0005446
                    187,                 1.1028,                0.89975,                 1.3495,                 1.1595,                0.97497,                 1.3441,                0.89042,                0.56828,                0.69727,                 0.4304,                 1.3281,                 1.0385,                 1.4793,                 1.3344,                 1.1415,                 1.4661,             0.00054212,             0.00054212,             0.00054212
                    188,                 1.0948,                0.89635,                 1.3421,                  1.158,                0.97443,                 1.3445,                0.72974,                0.62983,                0.68924,                  0.418,                 1.4287,                 1.1874,                 1.5688,                  1.389,                 1.4091,                 1.4781,             0.00053965,             0.00053965,             0.00053965
                    189,                 1.0894,                0.88621,                 1.3366,                 1.1419,                0.97544,                  1.332,                0.63422,                0.60905,                0.67102,                0.43349,                 1.3672,                 1.1046,                 1.4739,                 1.3322,                 1.3651,                 1.4296,             0.00053717,             0.00053717,             0.00053717
