                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.4483,                 1.4745,                  1.603,                 1.4255,                 1.7828,                 1.5231,                0.63427,                0.61457,                0.58493,                0.28531,                 1.6623,                 1.4136,                 1.8849,                 1.5338,                 1.9556,                 1.6953,             0.00095545,             0.00095545,             0.00095545
                     21,                 1.4907,                  1.521,                 1.6389,                 1.4711,                 1.8021,                 1.5579,                0.59902,                 0.5298,                0.56276,                0.29092,                 1.5351,                  1.368,                 1.6599,                 1.5447,                 1.6299,                 1.6453,             0.00095298,             0.00095298,             0.00095298
                     22,                  1.471,                  1.533,                 1.6266,                 1.4521,                 1.8243,                 1.5471,                 0.6168,                0.58577,                0.64627,                0.30528,                 1.6501,                 1.3606,                 1.8572,                 1.5882,                 1.7303,                 1.6874,              0.0009505,              0.0009505,              0.0009505
                     23,                 1.4429,                 1.4707,                 1.6058,                  1.429,                 1.7606,                 1.5277,                0.58313,                0.55605,                0.64162,                 0.3165,                 1.4988,                 1.4116,                 1.6556,                 1.5535,                 1.6159,                 1.6792,             0.00094803,             0.00094803,             0.00094803
                     24,                 1.4369,                 1.4332,                 1.5695,                 1.4454,                 1.6691,                 1.5048,                0.65679,                  0.632,                0.66432,                 0.3355,                 1.6492,                 1.2979,                 1.6964,                  1.588,                 1.5159,                 1.7029,             0.00094555,             0.00094555,             0.00094555
                     25,                 1.4129,                 1.4012,                 1.5731,                 1.4104,                 1.6562,                 1.5049,                0.63328,                0.48022,                0.56411,                0.28748,                 1.6464,                 1.4212,                 1.7499,                 1.6783,                 1.7052,                 1.7554,             0.00094308,             0.00094308,             0.00094308
                     26,                 1.4064,                 1.4334,                 1.5852,                 1.4086,                 1.6793,                 1.5188,                0.47946,                0.60429,                0.61362,                0.29755,                 1.5754,                 1.3634,                 1.6505,                 1.6211,                 1.4791,                  1.676,              0.0009406,              0.0009406,              0.0009406
                     27,                 1.3949,                  1.381,                 1.5576,                 1.3957,                 1.6349,                 1.4959,                0.63773,                0.70958,                0.69659,                0.30693,                 1.6504,                 1.4286,                 1.7768,                  1.622,                 1.4848,                  1.697,             0.00093813,             0.00093813,             0.00093813
                     28,                 1.4137,                 1.4388,                 1.6039,                 1.4078,                 1.7007,                  1.532,                 0.6015,                0.65735,                0.61959,                0.29523,                 1.6304,                 1.4384,                 1.7513,                  1.602,                 1.6183,                 1.7797,             0.00093565,             0.00093565,             0.00093565
                     29,                 1.4199,                 1.4139,                 1.5795,                 1.4264,                 1.6486,                 1.5233,                0.57364,                 0.5042,                0.62563,                0.29773,                 1.6369,                 1.3769,                 1.8212,                 1.6224,                 1.5659,                 1.7795,             0.00093317,             0.00093317,             0.00093317
                     30,                 1.4104,                 1.3946,                  1.583,                 1.3944,                 1.6408,                 1.4996,                 0.7645,                0.59481,                 0.7166,                0.36661,                 1.5955,                 1.2496,                 1.7816,                 1.6701,                 1.2797,                 1.8687,              0.0009307,              0.0009307,              0.0009307
                     31,                 1.4309,                 1.3942,                 1.5819,                 1.4165,                 1.6413,                 1.5171,                0.50015,                0.54875,                0.65967,                0.36334,                 1.5345,                 1.3654,                 1.8159,                 1.5623,                  1.621,                 1.7707,             0.00092822,             0.00092822,             0.00092822
                     32,                 1.4048,                 1.4215,                 1.5646,                 1.3961,                 1.6522,                 1.5004,                0.38517,                0.56965,                0.48871,                0.23266,                 1.6936,                 1.5369,                 1.8479,                 1.6041,                   1.94,                 1.7363,             0.00092575,             0.00092575,             0.00092575
                     33,                 1.4013,                 1.3952,                 1.5811,                 1.3978,                 1.6374,                 1.5166,                0.76706,                0.55712,                0.67183,                0.33062,                 1.4963,                 1.2342,                 1.7118,                 1.4509,                 1.5055,                 1.7217,             0.00092327,             0.00092327,             0.00092327
                     34,                 1.4491,                  1.406,                 1.5859,                 1.4523,                 1.6561,                 1.5241,                0.70473,                0.55633,                0.63049,                0.33539,                 1.5318,                 1.2429,                 1.7003,                  1.508,                  1.478,                 1.6701,              0.0009208,              0.0009208,              0.0009208
                     35,                 1.4181,                 1.4083,                 1.5934,                  1.429,                 1.6438,                 1.5425,                0.62898,                 0.6757,                0.65746,                0.32452,                 1.5464,                 1.2529,                 1.6728,                  1.596,                 1.5145,                  1.752,             0.00091833,             0.00091833,             0.00091833
                     36,                 1.4143,                 1.3406,                 1.5794,                 1.4214,                 1.5522,                 1.5299,                0.52115,                0.67294,                0.67608,                0.40248,                 1.4587,                 1.2113,                 1.6253,                 1.3039,                  1.488,                 1.5079,             0.00091585,             0.00091585,             0.00091585
                     37,                 1.3942,                 1.3529,                 1.5595,                 1.4016,                 1.5798,                 1.5038,                  0.507,                0.73431,                0.69759,                0.31797,                  1.651,                  1.286,                 1.7847,                 1.7348,                 1.4438,                 1.7737,             0.00091337,             0.00091337,             0.00091337
                     38,                 1.3874,                 1.3173,                 1.5478,                 1.4015,                 1.5393,                 1.4914,                0.68923,                 0.5692,                0.66832,                0.32763,                  1.548,                 1.3047,                  1.669,                 1.6001,                 1.3435,                 1.6871,              0.0009109,              0.0009109,              0.0009109
                     39,                 1.4249,                 1.3962,                  1.583,                 1.4263,                 1.6172,                 1.5219,                0.61949,                0.62842,                0.66799,                 0.3807,                 1.4188,                  1.223,                 1.5855,                  1.413,                 1.3237,                  1.585,             0.00090842,             0.00090842,             0.00090842
                     40,                 1.3897,                 1.3535,                 1.5599,                  1.409,                 1.5456,                 1.4986,                0.85283,                0.52496,                0.62205,                0.36453,                 1.3225,                 1.1559,                 1.5556,                 1.3426,                 1.3029,                 1.4719,             0.00090595,             0.00090595,             0.00090595
                     41,                 1.3928,                 1.3422,                 1.5578,                 1.4173,                 1.5481,                 1.5043,                0.73864,                0.62039,                0.67049,                0.35349,                 1.4643,                 1.2029,                 1.6497,                 1.4784,                 1.5316,                 1.6372,             0.00090347,             0.00090347,             0.00090347
                     42,                 1.3499,                 1.3123,                 1.5378,                 1.3714,                 1.4999,                 1.4905,                0.82698,                0.54926,                0.67735,                0.36432,                 1.4937,                 1.1691,                 1.6966,                 1.5744,                 1.3977,                 1.6922,               0.000901,               0.000901,               0.000901
                     43,                 1.3835,                 1.3277,                 1.5571,                 1.4075,                 1.5356,                 1.5038,                0.75528,                0.60383,                0.67325,                0.35172,                 1.5133,                  1.203,                 1.6266,                 1.5793,                 1.2725,                 1.6894,             0.00089853,             0.00089853,             0.00089853
                     44,                  1.354,                 1.2855,                 1.5375,                   1.37,                 1.4817,                 1.4878,                0.88717,                0.60548,                 0.7141,                0.39312,                  1.389,                 1.1612,                 1.5343,                 1.3878,                 1.2517,                 1.5385,             0.00089605,             0.00089605,             0.00089605
                     45,                 1.3979,                 1.3135,                 1.5645,                 1.4271,                 1.5057,                 1.5168,                0.53843,                0.80626,                0.72408,                0.40575,                 1.3769,                 1.1783,                 1.5561,                 1.3656,                 1.3025,                  1.505,             0.00089358,             0.00089358,             0.00089358
                     46,                 1.3527,                 1.2809,                 1.5282,                 1.3764,                 1.4721,                 1.4765,                0.57208,                0.62806,                0.67246,                0.35925,                 1.5056,                 1.1874,                 1.5985,                 1.4298,                 1.4134,                 1.6109,              0.0008911,              0.0008911,              0.0008911
                     47,                 1.3492,                 1.2633,                 1.5243,                 1.3842,                 1.4401,                 1.4865,                0.89627,                0.56846,                 0.7033,                0.36476,                 1.3582,                 1.2185,                 1.5447,                 1.4395,                 1.2605,                 1.5099,             0.00088862,             0.00088862,             0.00088862
                     48,                 1.3743,                  1.313,                 1.5501,                   1.38,                 1.5085,                 1.4935,                0.68219,                0.54938,                0.69271,                0.37685,                 1.3194,                 1.1682,                 1.5654,                  1.359,                 1.3328,                 1.5585,             0.00088615,             0.00088615,             0.00088615
                     49,                 1.3689,                 1.2805,                 1.5482,                 1.4013,                 1.4498,                 1.5036,                0.54403,                0.50591,                0.60342,                0.31221,                  1.405,                 1.3202,                 1.5693,                 1.4076,                 1.4177,                 1.5776,             0.00088368,             0.00088368,             0.00088368
                     50,                 1.3666,                 1.2941,                 1.5429,                 1.3973,                 1.4626,                 1.4927,                0.56973,                0.67698,                0.71712,                0.40995,                 1.3916,                 1.2495,                 1.5298,                 1.3686,                 1.3357,                 1.4736,              0.0008812,              0.0008812,              0.0008812
                     51,                 1.3444,                 1.2733,                 1.5373,                 1.3687,                 1.4609,                 1.4954,                0.54164,                0.67157,                0.68048,                0.39787,                  1.507,                 1.0768,                   1.64,                 1.4194,                  1.211,                 1.5882,             0.00087873,             0.00087873,             0.00087873
                     52,                 1.3181,                 1.2327,                 1.5119,                 1.3527,                 1.4216,                 1.4735,                0.69972,                0.64185,                0.72724,                0.41463,                  1.351,                  1.145,                 1.5089,                 1.3389,                 1.1541,                 1.4769,             0.00087625,             0.00087625,             0.00087625
                     53,                 1.3322,                 1.2772,                 1.5118,                 1.3636,                 1.4609,                 1.4605,                0.82012,                0.60484,                0.68628,                0.36701,                  1.474,                 1.2278,                 1.5983,                 1.5049,                 1.3801,                 1.5673,             0.00087378,             0.00087378,             0.00087378
                     54,                 1.3561,                 1.2654,                 1.5328,                 1.3871,                 1.4396,                 1.4952,                 0.5816,                0.60251,                 0.6342,                 0.3726,                  1.404,                 1.1677,                 1.5523,                 1.4374,                 1.3618,                 1.5788,              0.0008713,              0.0008713,              0.0008713
                     55,                 1.3496,                 1.2636,                 1.5335,                 1.3836,                 1.4306,                 1.4996,                0.63887,                0.67556,                0.69598,                 0.3988,                 1.3312,                 1.1289,                 1.5408,                 1.3577,                   1.23,                 1.5469,             0.00086882,             0.00086882,             0.00086882
                     56,                 1.3608,                 1.2717,                 1.5362,                 1.3961,                 1.4397,                 1.4946,                0.84964,                0.49227,                0.68497,                0.37358,                 1.4745,                 1.1633,                 1.5991,                 1.5029,                 1.2345,                 1.5816,             0.00086635,             0.00086635,             0.00086635
                     57,                 1.3316,                 1.2751,                 1.5143,                 1.3584,                 1.4343,                 1.4685,                0.81236,                0.45012,                0.60975,                0.30317,                  1.629,                 1.2765,                 1.7239,                 1.6748,                 1.4971,                 1.7555,             0.00086388,             0.00086388,             0.00086388
                     58,                 1.3379,                 1.2815,                 1.5226,                 1.3651,                 1.4575,                 1.4827,                0.63839,                0.64431,                0.71976,                0.41287,                 1.3518,                 1.1044,                 1.4882,                 1.4092,                 1.0598,                 1.5038,              0.0008614,              0.0008614,              0.0008614
                     59,                 1.3611,                 1.2518,                 1.5279,                 1.3834,                 1.4417,                 1.4855,                0.55898,                0.66738,                0.69574,                 0.3875,                 1.5193,                 1.1649,                 1.6516,                 1.5442,                 1.2398,                 1.6839,             0.00085893,             0.00085893,             0.00085893
                     60,                 1.3376,                 1.2686,                 1.5296,                 1.3757,                 1.4383,                 1.4826,                 0.5737,                0.65263,                0.69892,                0.42833,                 1.3414,                 1.0572,                 1.4818,                 1.3313,                 1.0941,                 1.4901,             0.00085645,             0.00085645,             0.00085645
                     61,                 1.3244,                 1.2531,                  1.519,                 1.3516,                 1.4158,                 1.4784,                0.51558,                0.80071,                0.65836,                0.36768,                 1.4511,                 1.2357,                   1.57,                 1.5945,                 1.1699,                 1.6085,             0.00085398,             0.00085398,             0.00085398
                     62,                 1.3415,                 1.2667,                 1.5348,                 1.3707,                 1.4395,                 1.4946,                0.89777,                0.58996,                0.70521,                0.37645,                 1.4629,                 1.1655,                 1.5994,                 1.5292,                 1.2397,                 1.5866,              0.0008515,              0.0008515,              0.0008515
                     63,                 1.3199,                 1.2134,                 1.5071,                 1.3557,                 1.3699,                  1.465,                0.64309,                0.70594,                0.73975,                0.42623,                 1.3114,                 1.0505,                 1.5407,                 1.3287,                 1.1204,                 1.5073,             0.00084902,             0.00084902,             0.00084902
                     64,                 1.3386,                 1.2346,                 1.5211,                 1.3785,                 1.3988,                 1.4859,                0.59968,                0.65434,                0.67739,                 0.3489,                 1.5014,                 1.2241,                 1.6179,                 1.6451,                 1.2978,                   1.68,             0.00084655,             0.00084655,             0.00084655
                     65,                  1.324,                  1.233,                 1.5146,                 1.3601,                 1.4016,                  1.472,                0.57828,                0.59957,                0.68817,                0.39566,                  1.349,                 1.0827,                 1.5867,                 1.4876,                 1.0766,                 1.6124,             0.00084408,             0.00084408,             0.00084408
                     66,                 1.3373,                 1.2459,                 1.5329,                 1.3643,                 1.4076,                 1.4817,                0.51517,                0.70072,                0.65074,                0.38096,                 1.3846,                 1.1882,                 1.5582,                 1.4788,                  1.214,                 1.5554,              0.0008416,              0.0008416,              0.0008416
                     67,                 1.3246,                 1.2271,                 1.5166,                 1.3656,                  1.394,                 1.4739,                0.59319,                 0.7442,                0.72117,                0.39589,                 1.4226,                 1.0872,                 1.5453,                 1.4044,                 1.2183,                 1.5381,             0.00083913,             0.00083913,             0.00083913
                     68,                 1.2998,                 1.1938,                 1.4957,                 1.3386,                 1.3544,                 1.4606,                 0.5971,                 0.6001,                 0.6977,                0.42865,                 1.3416,                 1.1158,                 1.5294,                  1.342,                 1.1249,                 1.4866,             0.00083665,             0.00083665,             0.00083665
                     69,                 1.3261,                 1.2305,                 1.5115,                 1.3554,                 1.3983,                 1.4744,                0.52404,                 0.6021,                  0.582,                0.32031,                 1.5385,                 1.2274,                 1.6207,                 1.5883,                  1.273,                 1.6273,             0.00083418,             0.00083418,             0.00083418
                     70,                 1.3102,                 1.2046,                 1.5037,                 1.3546,                 1.3646,                 1.4695,                0.66683,                0.73563,                0.72121,                0.38065,                 1.3864,                 1.1297,                 1.5381,                 1.3715,                 1.2126,                 1.4833,              0.0008317,              0.0008317,              0.0008317
                     71,                 1.3113,                 1.2137,                 1.5026,                 1.3391,                 1.3821,                 1.4618,                0.73262,                0.41968,                0.48833,                0.24882,                 1.6655,                 1.4376,                 1.7142,                 1.7438,                 1.6167,                 1.6877,             0.00082923,             0.00082923,             0.00082923
                     72,                  1.323,                 1.2315,                 1.5199,                 1.3525,                 1.3983,                 1.4744,                0.65287,                0.61044,                0.66687,                 0.2986,                 1.5006,                  1.257,                  1.686,                 1.6212,                 1.3538,                 1.7896,             0.00082675,             0.00082675,             0.00082675
                     73,                 1.3056,                 1.1945,                 1.5034,                 1.3349,                 1.3561,                 1.4601,                0.88443,                0.60168,                0.70512,                0.38114,                 1.4337,                 1.1121,                 1.5699,                 1.4754,                 1.1586,                 1.5809,             0.00082427,             0.00082427,             0.00082427
                     74,                 1.3123,                 1.2147,                 1.4997,                 1.3402,                 1.3804,                 1.4618,                0.62174,                 0.5783,                0.68919,                0.37471,                 1.5411,                 1.1585,                 1.6202,                 1.5733,                 1.2116,                 1.5884,              0.0008218,              0.0008218,              0.0008218
                     75,                 1.2951,                 1.1914,                 1.4892,                 1.3322,                 1.3585,                 1.4517,                0.53871,                0.61994,                0.66016,                0.33921,                 1.5843,                 1.2419,                 1.6712,                 1.5864,                 1.4386,                 1.5969,             0.00081932,             0.00081932,             0.00081932
                     76,                 1.3153,                 1.1979,                 1.5079,                 1.3481,                 1.3617,                 1.4684,                0.84062,                0.60607,                0.73328,                0.36542,                 1.5043,                 1.0912,                 1.6125,                 1.5347,                 1.1873,                  1.599,             0.00081685,             0.00081685,             0.00081685
                     77,                 1.2962,                  1.185,                 1.4888,                 1.3485,                 1.3397,                  1.462,                0.53064,                0.80357,                0.69485,                0.34125,                 1.5077,                 1.1313,                 1.6655,                 1.5458,                 1.3334,                 1.7125,             0.00081437,             0.00081437,             0.00081437
                     78,                 1.3083,                 1.1878,                 1.5073,                 1.3449,                 1.3411,                 1.4782,                0.77741,                0.51418,                0.63355,                0.33616,                 1.5821,                 1.1738,                 1.6801,                 1.5832,                 1.3711,                 1.6645,              0.0008119,              0.0008119,              0.0008119
                     79,                 1.2776,                 1.1764,                 1.4739,                 1.3144,                 1.3357,                 1.4417,                0.58127,                0.71174,                 0.7136,                0.39392,                 1.4377,                 1.2214,                 1.5656,                 1.4567,                 1.3096,                  1.551,             0.00080943,             0.00080943,             0.00080943
                     80,                 1.2876,                 1.1819,                 1.4835,                 1.3299,                 1.3269,                 1.4544,                0.62691,                0.63061,                0.72481,                0.37879,                 1.4516,                 1.1592,                 1.6076,                 1.5046,                 1.2522,                 1.6201,             0.00080695,             0.00080695,             0.00080695
                     81,                 1.2791,                 1.1583,                 1.4925,                 1.3195,                 1.2913,                 1.4613,                 0.5886,                0.62412,                0.62965,                0.34353,                 1.4071,                 1.1744,                 1.6431,                 1.4032,                 1.4593,                 1.6015,             0.00080447,             0.00080447,             0.00080447
                     82,                  1.282,                  1.182,                 1.4907,                 1.3216,                 1.3251,                 1.4602,                0.57392,                0.68978,                0.65672,                0.40461,                 1.2967,                 1.0795,                 1.4999,                 1.3011,                 1.1746,                 1.4478,               0.000802,               0.000802,               0.000802
                     83,                 1.2962,                 1.1743,                 1.5054,                 1.3426,                 1.3391,                 1.4763,                0.63104,                0.67999,                0.70767,                0.39448,                 1.4441,                 1.1109,                 1.6115,                 1.4901,                 1.2062,                 1.6316,             0.00079953,             0.00079953,             0.00079953
                     84,                 1.2696,                 1.1522,                 1.4853,                 1.3118,                 1.2996,                 1.4574,                0.77387,                0.60251,                0.64965,                0.35948,                 1.4848,                 1.1634,                 1.6078,                 1.5671,                 1.1916,                  1.673,             0.00079705,             0.00079705,             0.00079705
                     85,                 1.2731,                 1.1552,                 1.4772,                 1.3147,                 1.2972,                 1.4376,                0.57959,                0.54054,                0.67622,                0.35378,                 1.6457,                 1.1838,                 1.7726,                 1.6919,                 1.3553,                 1.6967,             0.00079458,             0.00079458,             0.00079458
                     86,                 1.2602,                 1.1372,                 1.4664,                 1.3155,                 1.2613,                 1.4469,                0.54757,                0.78566,                0.66879,                0.37759,                 1.3997,                 1.0949,                 1.5944,                 1.4243,                 1.2081,                 1.5788,              0.0007921,              0.0007921,              0.0007921
                     87,                 1.2711,                 1.1466,                 1.4747,                 1.3182,                 1.2781,                 1.4518,                0.54803,                 0.7148,                0.67129,                0.36641,                 1.3778,                 1.1142,                 1.5322,                 1.4324,                 1.2265,                  1.512,             0.00078963,             0.00078963,             0.00078963
                     88,                 1.2779,                 1.1548,                 1.4888,                 1.3157,                 1.2834,                  1.456,                0.83991,                0.65224,                0.67705,                0.38847,                 1.3222,                 1.0993,                 1.4836,                 1.3786,                 1.2236,                 1.4728,             0.00078715,             0.00078715,             0.00078715
                     89,                 1.2556,                 1.1289,                 1.4634,                 1.2967,                 1.2591,                 1.4375,                 0.6734,                0.65445,                0.71704,                 0.4124,                 1.4238,                 1.2118,                 1.5678,                 1.5086,                 1.3409,                 1.5697,             0.00078467,             0.00078467,             0.00078467
                     90,                 1.2729,                 1.1561,                  1.472,                 1.3135,                 1.2912,                 1.4459,                0.63626,                0.78441,                0.80578,                0.42246,                 1.4854,                 1.0696,                 1.6178,                 1.5904,                 1.0425,                  1.674,              0.0007822,              0.0007822,              0.0007822
                     91,                 1.2543,                 1.1141,                 1.4572,                 1.3004,                 1.2467,                 1.4378,                0.68575,                0.63524,                 0.7091,                 0.4099,                 1.2495,                 1.1678,                 1.4526,                 1.4228,                 1.2189,                 1.5107,             0.00077972,             0.00077972,             0.00077972
                     92,                 1.2704,                 1.1427,                 1.4834,                 1.3151,                 1.2682,                 1.4556,                0.67273,                 0.7051,                0.73845,                0.40815,                 1.4445,                 1.0839,                 1.6003,                 1.4368,                 1.1564,                 1.5843,             0.00077725,             0.00077725,             0.00077725
                     93,                 1.2846,                 1.1377,                 1.4766,                 1.3298,                 1.2669,                 1.4471,                0.68415,                0.67256,                0.71269,                0.39187,                 1.4465,                 1.1668,                 1.5767,                 1.3821,                 1.3329,                 1.5605,             0.00077478,             0.00077478,             0.00077478
