                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.4976,                 1.6434,                 1.5888,                 1.4552,                 2.0229,                 1.4594,                 0.5133,                0.52259,                0.53959,                0.26296,                 1.6126,                 1.6117,                 1.5884,                 1.6181,                 1.9967,                 1.5302,             0.00095545,             0.00095545,             0.00095545
                     12,                 1.5087,                  1.657,                 1.5934,                 1.4684,                 2.0323,                 1.4783,                0.82192,                0.59881,                 0.6933,                0.34461,                 1.4205,                 1.4121,                  1.515,                   1.46,                 1.6286,                 1.5175,              0.0009505,              0.0009505,              0.0009505
                     13,                 1.4889,                 1.5968,                 1.5691,                 1.4427,                 1.9674,                 1.4592,                0.59662,                0.59893,                0.66328,                0.37938,                 1.5965,                 1.2668,                 1.6737,                 1.3723,                 1.6691,                 1.3989,             0.00094555,             0.00094555,             0.00094555
                     14,                 1.4842,                 1.5756,                 1.5611,                 1.4621,                 1.9085,                 1.4575,                0.57431,                0.53947,                0.53434,                0.27882,                 1.5235,                 1.4219,                 1.5736,                 1.6201,                 1.5722,                 1.5841,              0.0009406,              0.0009406,              0.0009406
                     15,                 1.4431,                 1.5103,                 1.5349,                 1.4335,                 1.8047,                 1.4433,                0.75663,                0.51961,                0.66596,                0.35356,                 1.5672,                 1.3882,                 1.5637,                 1.4959,                 1.5743,                 1.4813,             0.00093565,             0.00093565,             0.00093565
                     16,                 1.4572,                  1.529,                 1.5429,                 1.4364,                  1.845,                 1.4431,                0.69006,                0.55871,                 0.6757,                0.37294,                 1.5117,                 1.3428,                 1.5164,                 1.5145,                 1.4274,                  1.395,              0.0009307,              0.0009307,              0.0009307
                     17,                 1.4557,                 1.5268,                 1.5485,                 1.4176,                 1.8374,                 1.4344,                0.67239,                0.61409,                0.63264,                0.29011,                 1.6862,                 1.5748,                 1.6578,                 1.5614,                 1.7857,                 1.5082,             0.00092575,             0.00092575,             0.00092575
                     18,                  1.465,                 1.4957,                 1.5449,                 1.4249,                 1.8151,                 1.4323,                0.55738,                0.62674,                 0.7317,                0.34073,                 1.6071,                 1.2678,                 1.5911,                 1.4772,                 1.5034,                 1.4443,              0.0009208,              0.0009208,              0.0009208
                     19,                  1.443,                 1.5053,                 1.5396,                 1.4186,                  1.781,                 1.4359,                0.42289,                0.58183,                0.60008,                0.32216,                 1.5008,                 1.2989,                 1.6022,                 1.3395,                 1.6542,                 1.4981,             0.00091585,             0.00091585,             0.00091585
                     20,                 1.4506,                 1.4876,                 1.5394,                 1.4439,                 1.7764,                 1.4395,                0.69127,                0.58773,                  0.668,                0.33798,                 1.5226,                 1.3311,                 1.5414,                 1.4879,                 1.6017,                 1.4436,              0.0009109,              0.0009109,              0.0009109
                     21,                 1.4558,                 1.4949,                 1.5449,                 1.4568,                 1.7713,                 1.4484,                0.60462,                0.42912,                 0.4905,                0.25064,                  1.523,                 1.5415,                 1.5372,                 1.5443,                 1.7268,                 1.4475,             0.00090595,             0.00090595,             0.00090595
                     22,                 1.4365,                 1.4806,                  1.535,                 1.4242,                 1.7546,                 1.4375,                0.53818,                 0.6485,                0.69018,                0.32663,                 1.5381,                 1.3497,                 1.6138,                 1.5416,                  1.685,                 1.4513,               0.000901,               0.000901,               0.000901
                     23,                 1.4235,                 1.4233,                 1.5286,                 1.4137,                 1.7025,                 1.4356,                0.47574,                 0.6541,                0.64157,                0.32995,                 1.6533,                 1.4074,                  1.677,                 1.5599,                 1.6407,                 1.4908,             0.00089605,             0.00089605,             0.00089605
                     24,                 1.4377,                 1.4357,                 1.5142,                 1.4346,                 1.7025,                 1.4252,                0.73541,                0.66214,                0.73539,                0.44496,                 1.5656,                 1.2291,                 1.5973,                 1.3781,                 1.3769,                 1.3796,              0.0008911,              0.0008911,              0.0008911
                     25,                 1.4301,                 1.4141,                 1.5277,                 1.4301,                 1.6802,                 1.4368,                0.42276,                0.64236,                0.62247,                 0.3335,                 1.5027,                 1.3161,                 1.5332,                 1.4955,                 1.5658,                 1.4373,             0.00088615,             0.00088615,             0.00088615
                     26,                 1.4136,                 1.4148,                 1.5303,                 1.4056,                 1.6753,                 1.4406,                0.64304,                0.47659,                0.55116,                0.31658,                 1.5747,                 1.3528,                 1.6212,                 1.4749,                 1.6195,                 1.3803,              0.0008812,              0.0008812,              0.0008812
                     27,                 1.3745,                 1.3874,                  1.503,                 1.3666,                 1.6479,                 1.4096,                0.79784,                0.60898,                0.68068,                0.36194,                 1.5192,                  1.264,                 1.5403,                 1.4804,                 1.4451,                 1.3799,             0.00087625,             0.00087625,             0.00087625
                     28,                 1.4079,                 1.4315,                 1.5282,                  1.397,                 1.6921,                 1.4373,                 0.6696,                0.65328,                0.66994,                0.33726,                 1.5175,                 1.2696,                 1.4746,                  1.544,                 1.3805,                 1.4188,              0.0008713,              0.0008713,              0.0008713
                     29,                 1.4024,                 1.3805,                 1.5059,                 1.4091,                 1.6163,                 1.4265,                0.56615,                 0.6561,                0.67017,                0.39605,                 1.5522,                 1.2844,                 1.5913,                 1.5472,                 1.2918,                 1.5011,             0.00086635,             0.00086635,             0.00086635
                     30,                 1.3995,                 1.4002,                 1.5053,                 1.4082,                 1.6232,                  1.428,                0.72245,                0.52114,                0.57259,                0.34789,                 1.4203,                 1.2092,                 1.5703,                 1.4409,                  1.425,                 1.4639,              0.0008614,              0.0008614,              0.0008614
                     31,                 1.4064,                 1.4094,                  1.509,                 1.4188,                 1.6153,                  1.427,                0.82126,                0.53773,                0.61643,                0.36096,                 1.5598,                 1.1136,                 1.6738,                 1.5189,                 1.3136,                 1.5541,             0.00085645,             0.00085645,             0.00085645
                     32,                 1.3798,                 1.3681,                  1.486,                 1.3801,                 1.5978,                 1.4071,                0.55166,                0.70545,                 0.6215,                0.33015,                 1.5958,                 1.1843,                 1.6656,                 1.5783,                 1.3756,                 1.4988,              0.0008515,              0.0008515,              0.0008515
                     33,                 1.3806,                 1.3843,                 1.5046,                 1.3939,                 1.6173,                 1.4275,                0.53811,                0.45547,                0.49461,                0.28746,                 1.6283,                  1.461,                 1.5747,                 1.5449,                 1.6907,                   1.47,             0.00084655,             0.00084655,             0.00084655
                     34,                 1.4137,                 1.3943,                 1.5125,                 1.4204,                 1.6298,                 1.4332,                0.61092,                0.72026,                0.66936,                0.35239,                 1.5125,                 1.2231,                 1.4996,                 1.5268,                 1.4446,                  1.455,              0.0008416,              0.0008416,              0.0008416
                     35,                 1.4079,                 1.4021,                 1.5151,                 1.4075,                 1.6471,                 1.4352,                0.84854,                0.63165,                0.68102,                0.33763,                 1.5677,                 1.2374,                 1.6163,                 1.5907,                 1.3838,                 1.5597,             0.00083665,             0.00083665,             0.00083665
                     36,                  1.365,                 1.3402,                 1.4956,                 1.3834,                 1.5413,                 1.4149,                0.74314,                0.59728,                0.69815,                0.37663,                 1.4931,                 1.1349,                 1.5494,                 1.3677,                 1.3535,                  1.445,              0.0008317,              0.0008317,              0.0008317
                     37,                 1.3592,                 1.3316,                  1.466,                 1.3671,                 1.5508,                 1.3882,                0.76777,                0.62556,                0.70659,                0.40267,                 1.5376,                 1.1151,                 1.5543,                 1.3798,                  1.275,                 1.3154,             0.00082675,             0.00082675,             0.00082675
                     38,                 1.3836,                 1.3153,                 1.4859,                 1.3967,                  1.536,                  1.417,                0.84492,                0.56447,                0.71732,                0.40309,                 1.3959,                 1.1243,                 1.4817,                 1.4188,                 1.2326,                 1.4472,              0.0008218,              0.0008218,              0.0008218
                     39,                 1.3956,                 1.3758,                 1.5128,                  1.397,                 1.5986,                 1.4265,                0.73196,                0.54809,                0.65713,                0.39097,                 1.4317,                 1.1409,                 1.4517,                 1.4664,                  1.211,                 1.4216,             0.00081685,             0.00081685,             0.00081685
                     40,                 1.4004,                 1.3394,                 1.5016,                 1.4139,                 1.5474,                 1.4264,                0.59791,                0.69697,                0.67049,                0.33385,                 1.4811,                 1.2149,                 1.5148,                 1.5007,                 1.4002,                  1.453,              0.0008119,              0.0008119,              0.0008119
                     41,                 1.3444,                 1.3111,                 1.4769,                 1.3754,                 1.5324,                 1.4093,                0.81615,                0.73158,                 0.7562,                0.38712,                 1.5035,                 1.2452,                 1.5388,                  1.454,                 1.2829,                 1.4582,             0.00080695,             0.00080695,             0.00080695
                     42,                 1.3397,                 1.3176,                 1.4776,                 1.3495,                 1.5379,                 1.3977,                0.55853,                0.70338,                 0.7249,                0.39986,                 1.5584,                 1.1888,                 1.6582,                 1.4924,                 1.2474,                 1.5137,               0.000802,               0.000802,               0.000802
                     43,                 1.3567,                 1.2843,                 1.4827,                 1.3642,                 1.5058,                 1.3962,                0.67564,                  0.727,                 0.7365,                0.40569,                 1.4633,                 1.1339,                 1.6224,                 1.3827,                 1.3103,                 1.4923,             0.00079705,             0.00079705,             0.00079705
                     44,                 1.3139,                 1.2635,                 1.4568,                 1.3362,                 1.4585,                 1.3823,                0.88596,                0.55823,                0.68685,                0.39676,                 1.4666,                 1.1534,                  1.518,                 1.4811,                 1.2202,                 1.4062,              0.0007921,              0.0007921,              0.0007921
                     45,                 1.3878,                  1.317,                 1.4955,                  1.403,                  1.521,                 1.4177,                0.51802,                0.70572,                 0.7074,                0.35056,                 1.5792,                 1.2378,                 1.5714,                 1.5903,                 1.2939,                  1.498,             0.00078715,             0.00078715,             0.00078715
                     46,                 1.3285,                 1.2889,                 1.4594,                 1.3476,                 1.5011,                 1.3959,                0.75126,                0.62915,                0.68653,                0.36996,                 1.5005,                 1.3027,                 1.6228,                 1.4509,                 1.4176,                 1.4834,              0.0007822,              0.0007822,              0.0007822
                     47,                 1.3256,                 1.2729,                 1.4521,                 1.3434,                 1.4658,                  1.394,                0.79855,                0.57094,                0.66464,                0.39254,                  1.501,                 1.2734,                 1.5477,                 1.4745,                 1.3047,                 1.5248,             0.00077725,             0.00077725,             0.00077725
                     48,                 1.3316,                 1.2718,                 1.4586,                  1.349,                 1.4742,                 1.3951,                0.59408,                0.72231,                0.66164,                0.44193,                 1.3975,                 1.1357,                 1.5375,                 1.4037,                 1.0737,                 1.4946,              0.0007723,              0.0007723,              0.0007723
                     49,                 1.3296,                 1.2301,                 1.4601,                 1.3424,                 1.4173,                 1.3975,                0.72149,                0.55669,                0.68491,                0.34313,                 1.5154,                 1.1283,                 1.6752,                 1.5075,                 1.4136,                 1.5176,             0.00076735,             0.00076735,             0.00076735
                     50,                 1.3297,                 1.2663,                 1.4517,                   1.35,                 1.4565,                 1.3882,                0.56504,                0.74246,                0.75004,                0.42329,                  1.501,                 1.1209,                 1.6936,                 1.3446,                 1.2877,                 1.4739,              0.0007624,              0.0007624,              0.0007624
                     51,                 1.3282,                 1.2564,                 1.4593,                 1.3427,                  1.436,                 1.3974,                0.58243,                0.74385,                0.69836,                0.40173,                   1.55,                 1.1241,                 1.6206,                 1.4626,                 1.2656,                 1.4992,             0.00075745,             0.00075745,             0.00075745
                     52,                 1.3216,                 1.2592,                 1.4588,                 1.3549,                 1.4387,                 1.3984,                 0.6948,                0.66902,                0.67063,                0.37166,                 1.4635,                 1.2805,                 1.5349,                   1.48,                 1.3131,                 1.4788,              0.0007525,              0.0007525,              0.0007525
                     53,                 1.3171,                   1.23,                 1.4396,                 1.3474,                 1.4197,                 1.3765,                 0.6122,                0.70509,                0.65693,                0.33516,                 1.6369,                 1.2751,                 1.6472,                 1.6032,                 1.3796,                 1.5602,             0.00074755,             0.00074755,             0.00074755
                     54,                 1.3136,                 1.2296,                 1.4407,                  1.346,                 1.3981,                  1.385,                0.60143,                0.67364,                0.64089,                 0.3813,                 1.5324,                 1.0975,                 1.6209,                 1.5157,                 1.2357,                 1.5248,              0.0007426,              0.0007426,              0.0007426
                     55,                 1.3362,                 1.2533,                 1.4599,                 1.3525,                  1.449,                 1.3962,                0.82051,                0.57748,                 0.6285,                0.36596,                 1.5324,                  1.178,                 1.5834,                 1.4192,                 1.4396,                 1.3894,             0.00073765,             0.00073765,             0.00073765
                     56,                 1.3316,                 1.2621,                 1.4549,                 1.3599,                 1.4407,                  1.396,                0.83072,                0.61625,                0.68841,                0.41372,                 1.6314,                 1.1038,                 1.6411,                 1.5737,                 1.1306,                 1.5419,              0.0007327,              0.0007327,              0.0007327
                     57,                 1.3195,                 1.2509,                 1.4571,                 1.3388,                 1.4477,                 1.3926,                0.46756,                0.70079,                0.61609,                0.35848,                 1.5795,                 1.1274,                 1.6932,                 1.4771,                 1.3806,                 1.4764,             0.00072775,             0.00072775,             0.00072775
                     58,                  1.318,                 1.2517,                 1.4492,                 1.3397,                 1.4368,                  1.391,                0.57799,                0.68757,                 0.6283,                0.36428,                 1.5092,                 1.1438,                 1.5687,                  1.534,                 1.3062,                 1.4851,              0.0007228,              0.0007228,              0.0007228
                     59,                  1.357,                 1.2607,                 1.4622,                 1.3683,                 1.4537,                  1.402,                0.59966,                0.71466,                0.62917,                0.31147,                  1.701,                 1.2379,                 1.7704,                  1.617,                 1.3747,                 1.6069,             0.00071785,             0.00071785,             0.00071785
                     60,                 1.3212,                 1.2684,                 1.4585,                 1.3523,                  1.477,                  1.402,                0.54863,                0.67196,                0.64356,                 0.3843,                 1.5363,                 1.1611,                 1.5611,                 1.4642,                 1.2657,                 1.5039,              0.0007129,              0.0007129,              0.0007129
                     61,                 1.2981,                 1.2203,                 1.4391,                 1.3236,                 1.4069,                  1.384,                  0.719,                0.66128,                0.66259,                0.40059,                 1.3993,                 1.1551,                 1.4559,                 1.2523,                 1.2738,                 1.2992,             0.00070795,             0.00070795,             0.00070795
                     62,                 1.3016,                 1.2152,                 1.4451,                 1.3165,                 1.4257,                 1.3936,                 0.5413,                0.66657,                 0.6622,                0.39792,                  1.465,                 1.0716,                 1.5125,                 1.3507,                 1.2993,                 1.4569,               0.000703,               0.000703,               0.000703
                     63,                 1.2928,                    1.2,                 1.4295,                  1.308,                 1.3822,                 1.3758,                0.74971,                0.67877,                0.68298,                0.40433,                 1.3799,                  1.068,                 1.5272,                 1.2796,                 1.2615,                 1.4099,             0.00069805,             0.00069805,             0.00069805
                     64,                 1.3159,                 1.2324,                 1.4444,                 1.3279,                 1.4274,                  1.388,                0.58756,                0.78829,                0.78075,                0.46047,                 1.4718,                 1.1389,                 1.5567,                 1.4597,                 1.2403,                 1.5113,              0.0006931,              0.0006931,              0.0006931
                     65,                 1.2917,                 1.2132,                 1.4326,                 1.3145,                 1.3849,                 1.3813,                 0.5422,                0.68981,                0.64278,                0.37616,                  1.455,                 1.1946,                 1.5868,                 1.3847,                 1.4063,                 1.4646,             0.00068815,             0.00068815,             0.00068815
                     66,                 1.3073,                 1.2316,                 1.4477,                 1.3308,                 1.4134,                 1.3904,                0.52385,                0.68095,                0.59092,                0.34172,                 1.5721,                 1.1802,                 1.6218,                 1.4889,                 1.4824,                 1.4952,              0.0006832,              0.0006832,              0.0006832
                     67,                 1.2967,                 1.1944,                 1.4346,                 1.3225,                 1.3829,                 1.3748,                0.61835,                0.61281,                0.60894,                0.33899,                 1.6186,                 1.1921,                 1.6764,                  1.541,                  1.494,                 1.4844,             0.00067825,             0.00067825,             0.00067825
                     68,                 1.2879,                 1.1707,                 1.4218,                 1.3203,                 1.3403,                 1.3689,                0.58106,                0.64475,                0.64127,                0.38636,                 1.5419,                 1.0424,                 1.6996,                 1.4589,                 1.3057,                 1.5176,              0.0006733,              0.0006733,              0.0006733
                     69,                 1.2866,                 1.1833,                 1.4229,                 1.3002,                 1.3612,                 1.3611,                0.55259,                0.66692,                0.64993,                0.36758,                 1.4898,                 1.1627,                 1.6372,                 1.4463,                 1.4003,                 1.4377,             0.00066835,             0.00066835,             0.00066835
                     70,                   1.28,                 1.1811,                 1.4207,                  1.301,                 1.3626,                 1.3738,                0.62488,                0.62669,                 0.6344,                0.36271,                 1.5134,                 1.2064,                 1.6463,                 1.4384,                 1.4196,                 1.4308,              0.0006634,              0.0006634,              0.0006634
                     71,                 1.2944,                  1.207,                 1.4257,                 1.3137,                  1.392,                  1.372,                0.85172,                0.56085,                0.63777,                0.34436,                 1.5355,                 1.1603,                 1.5698,                 1.5193,                 1.3094,                 1.4512,             0.00065845,             0.00065845,             0.00065845
                     72,                 1.2663,                 1.1828,                 1.4256,                 1.2997,                 1.3631,                 1.3712,                0.57232,                0.65475,                0.65974,                0.40014,                 1.4495,                 1.0591,                 1.5531,                 1.4166,                 1.2092,                 1.4534,              0.0006535,              0.0006535,              0.0006535
                     73,                 1.2675,                 1.1712,                 1.4219,                 1.2963,                 1.3459,                 1.3747,                0.58415,                 0.6739,                0.63327,                0.34416,                 1.4709,                 1.1526,                 1.5888,                 1.5222,                 1.2489,                 1.4799,             0.00064855,             0.00064855,             0.00064855
                     74,                  1.295,                 1.1895,                 1.4348,                 1.3166,                 1.3646,                 1.3843,                0.58352,                0.66465,                0.64721,                0.36833,                 1.7275,                 1.1635,                 1.7899,                 1.6942,                 1.3331,                 1.5492,              0.0006436,              0.0006436,              0.0006436
                     75,                 1.2438,                 1.1541,                 1.4027,                 1.2806,                 1.3155,                 1.3615,                 0.8552,                0.57277,                0.66444,                0.38743,                 1.5477,                 1.0493,                  1.677,                 1.5351,                 1.1194,                 1.4851,             0.00063865,             0.00063865,             0.00063865
                     76,                 1.2692,                 1.1374,                 1.4224,                 1.2994,                    1.3,                 1.3747,                 0.7386,                0.73013,                  0.696,                0.36899,                 1.5095,                 1.1648,                 1.5671,                 1.5195,                 1.3074,                 1.3863,              0.0006337,              0.0006337,              0.0006337
                     77,                 1.2624,                 1.1361,                 1.4046,                 1.2906,                 1.2925,                 1.3682,                0.71745,                0.71303,                0.72053,                0.42171,                 1.4657,                 1.1294,                 1.5416,                 1.4591,                 1.1785,                  1.393,             0.00062875,             0.00062875,             0.00062875
                     78,                 1.2536,                 1.1498,                 1.4084,                 1.2797,                 1.3155,                 1.3654,                0.62052,                0.71516,                0.68621,                0.43762,                 1.4206,                 1.1374,                 1.4864,                 1.3317,                 1.2559,                 1.3193,              0.0006238,              0.0006238,              0.0006238
                     79,                 1.2366,                 1.1358,                 1.3963,                 1.2633,                 1.3135,                 1.3553,                0.68718,                0.52602,                0.65273,                0.38015,                 1.4144,                 1.1573,                 1.4898,                 1.3093,                  1.446,                 1.3149,             0.00061885,             0.00061885,             0.00061885
                     80,                  1.247,                 1.1431,                 1.3959,                 1.2811,                 1.2941,                 1.3573,                 0.5539,                0.67804,                0.64817,                0.40623,                 1.5177,                 1.0222,                 1.6539,                 1.3969,                 1.2801,                 1.4595,              0.0006139,              0.0006139,              0.0006139
                     81,                 1.2449,                 1.1252,                 1.4022,                 1.2817,                 1.2853,                 1.3647,                0.78681,                0.59721,                0.65948,                0.37392,                 1.4899,                  1.064,                 1.6867,                 1.3997,                 1.2192,                 1.5341,             0.00060895,             0.00060895,             0.00060895
                     82,                 1.2742,                 1.1518,                 1.4198,                 1.3133,                 1.3193,                 1.3733,                0.58604,                0.72631,                0.65711,                 0.3642,                 1.4428,                 1.1682,                 1.5231,                 1.4432,                 1.3489,                 1.4238,               0.000604,               0.000604,               0.000604
                     83,                 1.2566,                 1.1512,                 1.4181,                 1.2879,                 1.3088,                 1.3793,                0.52796,                0.70566,                0.62705,                0.34886,                 1.5782,                  1.146,                 1.7083,                 1.6102,                 1.1823,                 1.5989,             0.00059905,             0.00059905,             0.00059905
                     84,                 1.2541,                 1.1495,                 1.4141,                 1.2848,                 1.3109,                 1.3752,                0.68249,                0.59346,                0.69154,                 0.3987,                 1.4831,                 1.1457,                 1.5079,                 1.5108,                 1.1622,                 1.4248,              0.0005941,              0.0005941,              0.0005941
                     85,                 1.2485,                 1.1322,                 1.3994,                 1.2975,                   1.28,                 1.3612,                0.59054,                0.68642,                0.67047,                0.38735,                 1.5504,                 1.1215,                 1.5978,                 1.5445,                 1.2396,                 1.4196,             0.00058915,             0.00058915,             0.00058915
                     86,                 1.2393,                 1.1008,                 1.3885,                 1.2737,                 1.2512,                  1.346,                0.58491,                0.58691,                0.68386,                0.39525,                 1.5664,                 1.2542,                 1.6567,                 1.4024,                 1.4368,                  1.414,              0.0005842,              0.0005842,              0.0005842
                     87,                 1.2376,                 1.1102,                 1.3954,                 1.2797,                 1.2665,                 1.3482,                0.63849,                0.63387,                0.64527,                0.36414,                 1.6109,                 1.0702,                 1.7273,                 1.5255,                 1.3954,                 1.4826,             0.00057925,             0.00057925,             0.00057925
                     88,                 1.2455,                 1.0965,                 1.4009,                 1.2729,                 1.2579,                 1.3593,                0.66522,                0.72955,                0.73372,                0.42298,                  1.596,                 1.0556,                 1.6823,                 1.5968,                 1.1373,                  1.538,              0.0005743,              0.0005743,              0.0005743
                     89,                 1.2419,                 1.1082,                 1.3965,                 1.2696,                 1.2716,                 1.3544,                 0.6492,                0.71401,                0.68854,                0.42631,                 1.5552,                 1.1064,                 1.6341,                 1.4811,                 1.2976,                  1.433,             0.00056935,             0.00056935,             0.00056935
                     90,                 1.2405,                 1.1269,                 1.4003,                 1.2669,                 1.2945,                 1.3513,                0.61926,                0.65607,                0.67619,                0.37011,                 1.5653,                 1.0989,                 1.6446,                 1.4977,                 1.3474,                 1.4309,              0.0005644,              0.0005644,              0.0005644
                     91,                 1.2238,                 1.1096,                 1.3868,                 1.2584,                 1.2641,                 1.3398,                0.55906,                 0.7246,                0.68508,                0.42249,                  1.341,                 1.0614,                 1.3816,                 1.3284,                  1.178,                 1.2854,             0.00055945,             0.00055945,             0.00055945
                     92,                 1.2227,                 1.0967,                 1.3941,                 1.2569,                 1.2394,                  1.348,                0.73735,                0.67223,                0.67473,                0.43086,                 1.3809,                 1.1498,                 1.4704,                 1.3929,                 1.2023,                 1.3636,              0.0005545,              0.0005545,              0.0005545
                     93,                  1.231,                 1.0704,                 1.3844,                 1.2624,                 1.2107,                  1.338,                0.56711,                0.67882,                0.65346,                0.39336,                 1.5617,                 1.0053,                 1.6631,                 1.4757,                 1.2606,                 1.4635,             0.00054955,             0.00054955,             0.00054955
                     94,                 1.2319,                  1.087,                 1.3956,                 1.2762,                 1.2357,                  1.354,                0.77152,                0.62461,                0.70285,                0.42551,                 1.5424,                0.99305,                 1.7348,                 1.4425,                 1.1389,                 1.5121,              0.0005446,              0.0005446,              0.0005446
                     95,                 1.2055,                 1.0733,                 1.3793,                 1.2378,                 1.2283,                 1.3416,                0.72096,                 0.6904,                0.69668,                0.42694,                  1.535,                 1.0741,                 1.6983,                 1.5115,                 1.2072,                 1.4933,             0.00053965,             0.00053965,             0.00053965
                     96,                  1.201,                 1.0612,                 1.3659,                 1.2544,                 1.2096,                 1.3328,                0.80128,                0.64284,                0.69917,                0.38282,                 1.6055,                 1.0701,                  1.738,                 1.5175,                 1.2704,                 1.5314,              0.0005347,              0.0005347,              0.0005347
                     97,                  1.216,                 1.0698,                 1.3732,                 1.2567,                 1.1959,                 1.3369,                0.70728,                0.75755,                0.75345,                0.40491,                 1.5962,                 1.1049,                 1.6883,                 1.6382,                 1.2402,                 1.5806,             0.00052975,             0.00052975,             0.00052975
                     98,                  1.238,                 1.1073,                 1.3994,                 1.2683,                 1.2481,                 1.3606,                0.83864,                0.63503,                 0.7089,                 0.4268,                 1.4883,                0.97685,                 1.6508,                 1.4654,                 1.0513,                 1.5944,              0.0005248,              0.0005248,              0.0005248
                     99,                 1.2021,                 1.0705,                 1.3779,                 1.2517,                 1.2032,                 1.3477,                0.59632,                0.72474,                0.67387,                0.41428,                 1.4451,                 1.0975,                 1.5537,                 1.4202,                 1.2373,                  1.504,             0.00051985,             0.00051985,             0.00051985
                    100,                 1.2254,                 1.0953,                 1.3888,                 1.2713,                 1.2398,                 1.3513,                0.69826,                0.73252,                0.73497,                0.41353,                 1.5182,                  1.114,                 1.6437,                 1.4001,                 1.3023,                 1.4472,              0.0005149,              0.0005149,              0.0005149
                    101,                 1.2186,                 1.0811,                 1.3715,                 1.2624,                 1.2255,                 1.3316,                0.60396,                0.73474,                 0.7051,                0.39307,                 1.5391,                 1.0604,                 1.6659,                 1.4771,                 1.1824,                  1.504,             0.00050995,             0.00050995,             0.00050995
                    102,                  1.205,                 1.0689,                 1.3729,                 1.2494,                  1.202,                 1.3357,                 0.5483,                0.67837,                0.64961,                0.34717,                 1.4707,                 1.0966,                 1.5855,                 1.4937,                 1.2087,                 1.4748,               0.000505,               0.000505,               0.000505
                    103,                 1.1936,                 1.0473,                 1.3657,                 1.2432,                 1.1779,                 1.3329,                0.88134,                0.52841,                0.65673,                0.36791,                 1.5102,                 1.0647,                 1.6567,                 1.4589,                 1.3314,                 1.4517,             0.00050005,             0.00050005,             0.00050005
